,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
1135,E&I Technical Office Engineer,EnerDyn Global Company,Egypt,Cairo,Full Time,On-site,Experienced,5 - 7,"Engineering - Mechanical/Electrical, Electrical Power Engineering, Tendering & Pricing, MEP, Low Current, PLC, Instrumentation, FAT, Electrical Engineering, Microsoft Office",2
1136,Senior ODDO/Python Developer,The Address Investments for Real Estate Consultancy,Egypt,Cairo,Full Time,Hybrid,Experienced,3 - 5,"IT/Software Development, Odoo, Odoo Development, Python",2
1137,Azure Cloud Development Team Leader,TetherView,UnitedStates,Trenton,Full Time,Remote,Manager,10 - 15,"IT/Software Development, Azure, Cloud, Microsoft Azure, Information Technology (IT), Software Development",2
1138,Odoo Implementation Specialist,Confidential,Egypt,Cairo,Full Time,On-site,Entry Level,2 - 3,"Customer Service/Support, IT/Software Development, Engineering - Telecom/Technology, ERP, Implementation, Implementation Specialist, Information Technology (IT), Odoo implementation, Odoo, ERP Implementation",2
1139,Network Security Engineer,London International Patient Services,Egypt,Cairo,Full Time,On-site,Experienced,1 - 2,"IT/Software Development, Engineering - Telecom/Technology, Communication, CCNA, computer, Engineering, Information Technology (IT), Network Security, Security",0
1140,Quality Assurance Engineer,Tecnogroup,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"Quality, Engineering - Oil & Gas/Energy, Quality Management, ISO 9001, API, oil& gas",2
1141,Senior Java Developer,Algoriza,Egypt,Giza,Full Time,Remote,Experienced,5 - 7,"IT/Software Development, OOP, Java, DDD, Oracle, kafaka",2
1142,Senior Front End Developer,The Address Investments for Real Estate Consultancy,Egypt,Cairo,Full Time,Hybrid,Experienced,3 - 5,"IT/Software Development, next, React.js, frontend, Web Development",2
1143,Senior Full Stack Software Engineer (MERN),HIZAM ,Egypt,Cairo,Full Time,Hybrid,Experienced,4 - 7,"IT/Software Development, Agile, React, Software Development, Typescript",2
1144,Quality Control Chemist,National Paints,Egypt,Cairo,Full Time,On-site,Entry Level,1 - 3,"R&D/Science, Quality, Engineering - Telecom/Technology, Health, Chemistry, Quality Control, Quality Assurance, quality, Research, Laboratory",2
1145,Health Safety & Environmental (HSE) Engineer,NCC X-calibur,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"R&D/Science, Quality, Engineering - Other, Health &amp; Safety, HSE, Training, Engineering",2
1146,QC Lead,The Address Investments for Real Estate Consultancy,Egypt,Cairo,Full Time,Hybrid,Experienced,5 - 8,"IT/Software Development, Selenium, Appium, Manual Testing, API",2
1147,Backend Developer,Zad aljoud ,SaudiArabia,Riyadh,Full Time,Remote,Experienced,3 - 16,"IT/Software Development, Backend developer, developer, Software Development, Laravel",2
1148,UI UX Researcher,classera,Egypt,Cairo,Full Time,Hybrid,Entry Level,3 - 5,"R&D/Science, Creative/Design/Art, Analyst/Research, Market Research, analytical, Design, Marketing, Development, Product, UX",2
1149,"Portfolio Manager, Leading International Hedge Fund, Dubai, UAE",PER,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Marketing/PR/Advertising, Sales/Retail, Media/Journalism/Publishing, portfolio, phd, investing, investment, finance",2
1150,Project Executive,IQVIA,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Engineering - Construction/Civil/Architecture, Project/Program Management, Sales/Retail, Project Management, Engineering, Sales, Sales Skills, Business Development, Construction, Marketing",1
1151,Management Services (Administration) Officer - NOA,World Food Program,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Administration, Customer Service/Support, Sales/Retail, Customer Service, Customer Care, Customer Support, Sales, Sales Skills, Microsoft Office, Administration",1
1152,"Senior Reward Associate, Global Investment Fund, Abu Dhabi, UAE",PER,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Human Resources, big 4 firm, human resources (hr), information technology (it), microsoft office",2
1153,Management Services (Administration) Officer,World Food Program,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Administration, Customer Service/Support, Sales/Retail, Customer Service, Customer Care, Customer Support, Sales, Sales Skills, Microsoft Office, Administration",1
1154,"Music Teacher (Academic Year 2024 - 2025), Kuwait, GULF ENGLISH SCHOOL",Guardian Jobs,Kuwait,Kuwait City,Full Time,Not Specified,Entry Level,Not Specified,"R&D/Science, Creative/Design/Art, Education/Teaching, Education, Teaching, Music, Music Teaching, Communication Skills, School, Tutor",2
1155,Geotechnical Manager,IKK Group – Isam Khairi Kabbani Group,SaudiArabia,Tabuk,Full Time,Not Specified,Not specified,Not Specified,"Engineering - Construction/Civil/Architecture, Creative/Design/Art, Project/Program Management, Civil Engineering, Project Management, Engineering, Geotechnical Engineering, Complementary Infrastructure, Construction, Design Projects",2
1156,Assistant Manager - Network & Security,Kout Food Group,Kuwait,Kuwait City,Full Time,Not Specified,Experienced,Not Specified,"Administration, Customer Service/Support, Operations/Management, Administration, Office Management, Microsoft Office, Secretary, Admin Assistant, Admin, Customer Service",1
1157,People Cost Lead,Coca-Cola HBC,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Sales/Retail, sales, sales skills, engineering, microsoft office, management, design, planning",1
1158,Supply Chain Analyst,Procter & Gamble,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Logistics/Supply Chain, Operations/Management, Purchasing/Procurement, Supply Chain, Logistics, Purchasing, Procurement, Microsoft Office, Management, Engineering",2
1159,AUT Interpreter (Fixed Term 12 Months),Oceaneering,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, equipment, maintenance, aut, duties, technical",2
1160,IMI2321 - Economics & Investment Analysis Division Head,International Maritime Industries,SaudiArabia,Riyadh,Full Time,Not Specified,Manager,Not Specified,"Accounting/Finance, Operations/Management, Sales/Retail, financials, investments, finance, financial, investment",2
1161,Radiology Technologists,Almoosa Specialist Hospital,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"R&D/Science, Medical/Healthcare, medical, radiology, health, healthcare",2
1162,Senior Accountant,Mozn,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Accounting/Finance, Administration, Banking, Accounting, Finance, Financial Analysis, Financial Management, Microsoft Office, Commerce, ERP",2
1163,Human Resources Specialist,SAUDI AIRLINES,SaudiArabia,Makkah,Full Time,Not Specified,Entry Level,Not Specified,"Administration, Human Resources, Training/Instructor, Human Resources (HR), Recruitment, Personnel, Microsoft Office, HR, Payroll, Interviewing",2
1164,QA Coordinator (Qualification & Validation),Viatris Inc,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, quality assurance, quality control, qa, quality, english, production, pharmaceutical",2
1165,"TEMP0003 - Temporary - Academic, Part-Time",University of Doha for Science & Technology,Qatar,Doha,Part Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, doha, udst, engineering, qatar, engineer",2
1166,R Officer (Talent Acquisition) SC8,World Food Program,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"R&D/Science, Quality, Pharmaceutical, accounting, finance, administration, microsoft office, communication, communication skills, quality",2
1167,Electrical Project Engineer,WestRock Company,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, Project/Program Management, Engineering - Mechanical/Electrical, Electrical Engineering, Engineering, Project Management, Mechanical Engineering, AutoCAD, Maintenance, Electrical",2
1168,Territory Manager - Central Region,Cepheid,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Operations/Management, Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Indoor Sales, Sales Target, Territory Management, Sales Management, Outdoor Sales",1
1169,Algo Trader - Leading Crypto Trading Firm - Huge Remuneration - Remote - db,CryptoRecruit,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, Logistics/Supply Chain, Sales/Retail, traders, trading, trader, market, tradinga",2
1170,Executive Manager - Global Funding and Issuances,Halian,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Administration, Operations/Management, Sales/Retail, Administration, Office Management, Microsoft Office, Secretary, Sales, Management, Admin",1
1171,Proposal and Capture Manager,Maximus KSA | ماكسيموس السعودية,SaudiArabia,Riyadh,Full Time,Not Specified,Manager,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Sales/Retail, sales, sales skills, engineering, marketing, business development, english, management",1
1172,IMI2322 - Operational Excellence Division Head,International Maritime Industries,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, excellence, managementmaintenance, improvement, competencies, managementtechnical",2
1173,Service Planning Coordinator,KONE Nederland,Qatar,Doha,Full Time,Not Specified,Not specified,Not Specified,"Administration, Customer Service/Support, Logistics/Supply Chain, Customer Service, Customer Care, Customer Support, Microsoft Office, Administration, Logistics, Sales",1
1174,Email Marketing Associate,Project Growth,Egypt,Cairo,Freelance / Project,Not Specified,Not specified,Not Specified,"Business Development, Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Advertising, Digital Marketing, E-marketing, Market Research, Media",2
1175,Planner / Warehouse coordinator,Beckman Coulter,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Logistics/Supply Chain, Operations/Management, Purchasing/Procurement, logistics, supply chain, warehousing, microsoft office, management, english, warehouse",2
1176,Senior Accountant (2-Year Fixed-Term Contract),Abbott,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Accounting/Finance, Administration, Banking, Accounting, Finance, Financial Analysis, Financial Management, Microsoft Office, Commerce, ERP",2
1177,Therapeutic Area Medical Lead Hematology Gulf Cluster,Novartis,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Medical/Healthcare, Sales/Retail, Pharmaceutical, partnerships, partnership, clinical, novartis, pharmaceutical",2
1178,"Director, Legal – Middle East & Africa (Hybrid)",Insulet Corporation,UnitedArabEmirates,Dubai,Full Time,Not Specified,Manager,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Sales/Retail, sales, sales skills, marketing, information technology (it), english, legal, law",1
1179,Digital ID Support Team Leader,Thales,Qatar,Doha,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Digital Marketing, SEO, E-marketing, Media, Communication Skills",2
1180,Audit & Assurance | IT Audit | Senior |UAE Nationals 2024,Deloitte,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, Operations/Management, Quality, Accounting, Auditing, Finance, Financial Analysis, Financial Management, Commerce, Microsoft Office",2
1181,Digital ID Support Team Leader,Thales Group,Qatar,Doha,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Digital Marketing, SEO, E-marketing, Media, Communication Skills",2
1182,Post Doctoral Researcher – Smart Agriculture and Food Security,University of Doha for Science & Technology,Qatar,Doha,Full Time,Not Specified,Entry Level,Not Specified,"Engineering - Telecom/Technology, doha, udst, qatar, qualifications, cv",2
1183,Environmental and Social Development Analyst,IFC,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Marketing/PR/Advertising, Analyst/Research, Media/Journalism/Publishing, marketing, social media, analysis, media, research, engineering, management",2
1184,Head of Medical Affairs,Novartis Pharma AG,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Legal, Medical/Healthcare, Pharmaceutical, Medical, Pharmacy, Regulatory Affairs, Legal, Law, Healthcare, Administration",2
1185,Audit & Assurance | IT Assurance | Assistant Manager - Qatar,Deloitte,Qatar,Doha,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, Operations/Management, Quality, Accounting, Auditing, Finance, Financial Analysis, Financial Management, Commerce, Microsoft Office",2
1186,"IDB3307 - Lead Principal, Operational Risk Management (ICD)",Islamic Development Bank (IsDB),SaudiArabia,Makkah,Full Time,Not Specified,Manager,Not Specified,"Accounting/Finance, Banking, Operations/Management, audit, auditors, accounting, banking, indicators",2
1187,Chemical/Application Engineer I-Dhahran-Saudi National Only,Honeywell,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, arabiaexemptengineering, honeywell, engineer, engineers, engineering",0
1188,National Programme Associate,UNDP Careers,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Accounting/Finance, Project/Program Management, Analyst/Research, Microsoft Office, Administration, Analysis, Business Analysis, Programme, Project Management, Reporting",2
1189,Admin Coordinator,FIVE Hotels and Resorts,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Administration, Customer Service/Support, Sales/Retail, Administration, Admin, Microsoft Office, Office Management, Secretary, Sales, Customer Service",1
